HGNC,Gene,Disease,MONDO,GCEP,CDWG
HGNC:14282,C14ORF4,neurodegenerative disease,MONDO:0005559,Epilepsy,Neurodevelopmental Disorders
HGNC:14282,EAP1,neurodegenerative disease,MONDO:0005559,Epilepsy,Neurodevelopmental Disorders
HGNC:14282,KIAA1865,neurodegenerative disease,MONDO:0005559,Epilepsy,Neurodevelopmental Disorders
HGNC:6119,IRF4,combined immunodeficiency,MONDO:0015131,Antibody Deficiencies,Immunology
HGNC:6119,LSIRF,combined immunodeficiency,MONDO:0015131,Antibody Deficiencies,Immunology
HGNC:6119,MUM1,combined immunodeficiency,MONDO:0015131,Antibody Deficiencies,Immunology
HGNC:6129,IRX4,congenital heart disease,MONDO:0005453,Congenital Heart Disease,Cardiovascular
HGNC:6129,,congenital heart disease,MONDO:0005453,Congenital Heart Disease,Cardiovascular
HGNC:19857,ISCA2,mitochondrial disease,MONDO:0044970,Mitochondrial Diseases,Inborn Errors of Metabolism
HGNC:19857,HBLD1,mitochondrial disease,MONDO:0044970,Mitochondrial Diseases,Inborn Errors of Metabolism
HGNC:19857,ISA2,mitochondrial disease,MONDO:0044970,Mitochondrial Diseases,Inborn Errors of Metabolism
HGNC:29882,ISCU,mitochondrial disease,MONDO:0044970,Mitochondrial Diseases,Inborn Errors of Metabolism
HGNC:29882,HNIFU,mitochondrial disease,MONDO:0044970,Mitochondrial Diseases,Inborn Errors of Metabolism
HGNC:29882,ISU2,mitochondrial disease,MONDO:0044970,Mitochondrial Diseases,Inborn Errors of Metabolism
HGNC:29882,NIFUN,mitochondrial disease,MONDO:0044970,Mitochondrial Diseases,Inborn Errors of Metabolism
HGNC:6132,ISL1,congenital heart disease,MONDO:0005453,Congenital Heart Disease,Cardiovascular
HGNC:6132,ISL-1,congenital heart disease,MONDO:0005453,Congenital Heart Disease,Cardiovascular
HGNC:6132,ISLET1,congenital heart disease,MONDO:0005453,Congenital Heart Disease,Cardiovascular
HGNC:13890,ITCH,syndromic multisystem autoimmune disease due to ITCH deficiency,MONDO:0013245,Primary Immune Regulatory Disorders,Immunology
HGNC:13890,AIP4,syndromic multisystem autoimmune disease due to ITCH deficiency,MONDO:0013245,Primary Immune Regulatory Disorders,Immunology
HGNC:6138,ITGA2B,platelet-type bleeding disorder 16,MONDO:0008552,Hemostasis/Thrombosis,Hemostasis/Thrombosis
HGNC:6138,CD41,platelet-type bleeding disorder 16,MONDO:0008552,Hemostasis/Thrombosis,Hemostasis/Thrombosis
HGNC:6138,CD41B,platelet-type bleeding disorder 16,MONDO:0008552,Hemostasis/Thrombosis,Hemostasis/Thrombosis
HGNC:6138,GP2B,platelet-type bleeding disorder 16,MONDO:0008552,Hemostasis/Thrombosis,Hemostasis/Thrombosis
HGNC:6138,GPIIB,platelet-type bleeding disorder 16,MONDO:0008552,Hemostasis/Thrombosis,Hemostasis/Thrombosis
HGNC:6138,PPP1R93,platelet-type bleeding disorder 16,MONDO:0008552,Hemostasis/Thrombosis,Hemostasis/Thrombosis
HGNC:6138,ITGA2B,Glanzmann thrombasthenia,MONDO:0100326,Hemostasis/Thrombosis,Hemostasis/Thrombosis
HGNC:6138,CD41,Glanzmann thrombasthenia,MONDO:0100326,Hemostasis/Thrombosis,Hemostasis/Thrombosis
HGNC:6138,CD41B,Glanzmann thrombasthenia,MONDO:0100326,Hemostasis/Thrombosis,Hemostasis/Thrombosis
HGNC:6138,GP2B,Glanzmann thrombasthenia,MONDO:0100326,Hemostasis/Thrombosis,Hemostasis/Thrombosis
HGNC:6138,GPIIB,Glanzmann thrombasthenia,MONDO:0100326,Hemostasis/Thrombosis,Hemostasis/Thrombosis
HGNC:6138,PPP1R93,Glanzmann thrombasthenia,MONDO:0100326,Hemostasis/Thrombosis,Hemostasis/Thrombosis
HGNC:6139,ITGA3,"epidermolysis bullosa, junctional 7, with interstitial lung disease and nephrotic syndrome",MONDO:0013881,Glomerulopathy,Kidney Disease
HGNC:6139,CD49C,"epidermolysis bullosa, junctional 7, with interstitial lung disease and nephrotic syndrome",MONDO:0013881,Glomerulopathy,Kidney Disease
HGNC:6139,GAP-B3,"epidermolysis bullosa, junctional 7, with interstitial lung disease and nephrotic syndrome",MONDO:0013881,Glomerulopathy,Kidney Disease
HGNC:6139,MSK18,"epidermolysis bullosa, junctional 7, with interstitial lung disease and nephrotic syndrome",MONDO:0013881,Glomerulopathy,Kidney Disease
HGNC:6139,VCA-2,"epidermolysis bullosa, junctional 7, with interstitial lung disease and nephrotic syndrome",MONDO:0013881,Glomerulopathy,Kidney Disease
HGNC:6139,VLA3A,"epidermolysis bullosa, junctional 7, with interstitial lung disease and nephrotic syndrome",MONDO:0013881,Glomerulopathy,Kidney Disease
HGNC:6156,ITGB3,Glanzmann thrombasthenia,MONDO:0100326,Hemostasis/Thrombosis,Hemostasis/Thrombosis
HGNC:6156,CD61,Glanzmann thrombasthenia,MONDO:0100326,Hemostasis/Thrombosis,Hemostasis/Thrombosis
HGNC:6156,GP3A,Glanzmann thrombasthenia,MONDO:0100326,Hemostasis/Thrombosis,Hemostasis/Thrombosis
HGNC:6156,GPIIIA,Glanzmann thrombasthenia,MONDO:0100326,Hemostasis/Thrombosis,Hemostasis/Thrombosis
HGNC:6156,ITGB3,platelet-type bleeding disorder 16,MONDO:0008552,Hemostasis/Thrombosis,Hemostasis/Thrombosis
HGNC:6156,CD61,platelet-type bleeding disorder 16,MONDO:0008552,Hemostasis/Thrombosis,Hemostasis/Thrombosis
HGNC:6156,GP3A,platelet-type bleeding disorder 16,MONDO:0008552,Hemostasis/Thrombosis,Hemostasis/Thrombosis
HGNC:6156,GPIIIA,platelet-type bleeding disorder 16,MONDO:0008552,Hemostasis/Thrombosis,Hemostasis/Thrombosis
HGNC:6171,ITK,lymphoproliferative syndrome 1,MONDO:0013081,Hereditary Cancer,Hereditary Cancer
HGNC:6171,EMT,lymphoproliferative syndrome 1,MONDO:0013081,Hereditary Cancer,Hereditary Cancer
HGNC:6171,LYK,lymphoproliferative syndrome 1,MONDO:0013081,Hereditary Cancer,Hereditary Cancer
HGNC:6171,PSCTK2,lymphoproliferative syndrome 1,MONDO:0013081,Hereditary Cancer,Hereditary Cancer
HGNC:6176,ITPA,developmental and epileptic encephalopathy,MONDO:0100062,Epilepsy,Neurodevelopmental Disorders
HGNC:6176,C20ORF37,developmental and epileptic encephalopathy,MONDO:0100062,Epilepsy,Neurodevelopmental Disorders
HGNC:6176,DJ794I6.3,developmental and epileptic encephalopathy,MONDO:0100062,Epilepsy,Neurodevelopmental Disorders
HGNC:6176,HLC14-06-P,developmental and epileptic encephalopathy,MONDO:0100062,Epilepsy,Neurodevelopmental Disorders
HGNC:6179,ITPKB,ITPKB deficiency,MONDO:0800140,SCID-CID,Immunology
HGNC:6179,IP3-3KB,ITPKB deficiency,MONDO:0800140,SCID-CID,Immunology
HGNC:6179,IP3KB,ITPKB deficiency,MONDO:0800140,SCID-CID,Immunology
HGNC:6180,ITPR1,aniridia-cerebellar ataxia-intellectual disability syndrome,MONDO:0008795,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:6180,ACV,aniridia-cerebellar ataxia-intellectual disability syndrome,MONDO:0008795,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:6180,INSP3R1,aniridia-cerebellar ataxia-intellectual disability syndrome,MONDO:0008795,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:6180,IP3R1,aniridia-cerebellar ataxia-intellectual disability syndrome,MONDO:0008795,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:6180,PPP1R94,aniridia-cerebellar ataxia-intellectual disability syndrome,MONDO:0008795,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:6180,SCA15,aniridia-cerebellar ataxia-intellectual disability syndrome,MONDO:0008795,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:6180,SCA16,aniridia-cerebellar ataxia-intellectual disability syndrome,MONDO:0008795,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:6180,SCA29,aniridia-cerebellar ataxia-intellectual disability syndrome,MONDO:0008795,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:6180,ITPR1,aniridia-cerebellar ataxia-intellectual disability syndrome,MONDO:0008795,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:6180,ACV,aniridia-cerebellar ataxia-intellectual disability syndrome,MONDO:0008795,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:6180,INSP3R1,aniridia-cerebellar ataxia-intellectual disability syndrome,MONDO:0008795,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:6180,IP3R1,aniridia-cerebellar ataxia-intellectual disability syndrome,MONDO:0008795,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:6180,PPP1R94,aniridia-cerebellar ataxia-intellectual disability syndrome,MONDO:0008795,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:6180,SCA15,aniridia-cerebellar ataxia-intellectual disability syndrome,MONDO:0008795,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:6180,SCA16,aniridia-cerebellar ataxia-intellectual disability syndrome,MONDO:0008795,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:6180,SCA29,aniridia-cerebellar ataxia-intellectual disability syndrome,MONDO:0008795,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:6180,ITPR1,spinocerebellar ataxia type 29,MONDO:0007298,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:6180,ACV,spinocerebellar ataxia type 29,MONDO:0007298,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:6180,INSP3R1,spinocerebellar ataxia type 29,MONDO:0007298,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:6180,IP3R1,spinocerebellar ataxia type 29,MONDO:0007298,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:6180,PPP1R94,spinocerebellar ataxia type 29,MONDO:0007298,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:6180,SCA15,spinocerebellar ataxia type 29,MONDO:0007298,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:6180,SCA16,spinocerebellar ataxia type 29,MONDO:0007298,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:6180,SCA29,spinocerebellar ataxia type 29,MONDO:0007298,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:6186,IVD,isovaleric acidemia,MONDO:0009475,Aminoacidopathy,Inborn Errors of Metabolism
HGNC:6186,ACAD2,isovaleric acidemia,MONDO:0009475,Aminoacidopathy,Inborn Errors of Metabolism
HGNC:6186,IVDH,isovaleric acidemia,MONDO:0009475,Aminoacidopathy,Inborn Errors of Metabolism
HGNC:6188,JAG1,Alagille syndrome due to a JAG1 point mutation,MONDO:0016862,Kidney Cystic and Ciliopathy Disorders,Kidney Disease
HGNC:6188,AGS,Alagille syndrome due to a JAG1 point mutation,MONDO:0016862,Kidney Cystic and Ciliopathy Disorders,Kidney Disease
HGNC:6188,AHD,Alagille syndrome due to a JAG1 point mutation,MONDO:0016862,Kidney Cystic and Ciliopathy Disorders,Kidney Disease
HGNC:6188,AWS,Alagille syndrome due to a JAG1 point mutation,MONDO:0016862,Kidney Cystic and Ciliopathy Disorders,Kidney Disease
HGNC:6188,CD339,Alagille syndrome due to a JAG1 point mutation,MONDO:0016862,Kidney Cystic and Ciliopathy Disorders,Kidney Disease
HGNC:6188,HJ1,Alagille syndrome due to a JAG1 point mutation,MONDO:0016862,Kidney Cystic and Ciliopathy Disorders,Kidney Disease
HGNC:6188,JAGL1,Alagille syndrome due to a JAG1 point mutation,MONDO:0016862,Kidney Cystic and Ciliopathy Disorders,Kidney Disease
HGNC:6189,JAG2,autosomal recessive limb-girdle muscular dystrophy,MONDO:0015152,Muscular Dystrophies and Myopathies,Neurological Disorders
HGNC:6189,,autosomal recessive limb-girdle muscular dystrophy,MONDO:0015152,Muscular Dystrophies and Myopathies,Neurological Disorders
HGNC:6190,JAK1,"autoinflammation, immune dysregulation, and eosinophilia",MONDO:0033558,Primary Immune Regulatory Disorders,Immunology
HGNC:6190,JAK1A,"autoinflammation, immune dysregulation, and eosinophilia",MONDO:0033558,Primary Immune Regulatory Disorders,Immunology
HGNC:6190,JAK1B,"autoinflammation, immune dysregulation, and eosinophilia",MONDO:0033558,Primary Immune Regulatory Disorders,Immunology
HGNC:6190,JTK3,"autoinflammation, immune dysregulation, and eosinophilia",MONDO:0033558,Primary Immune Regulatory Disorders,Immunology
HGNC:6193,JAK3,T-B+ severe combined immunodeficiency due to JAK3 deficiency,MONDO:0010938,SCID-CID,Immunology
HGNC:6193,JAK-3,T-B+ severe combined immunodeficiency due to JAK3 deficiency,MONDO:0010938,SCID-CID,Immunology
HGNC:6193,JAK3_HUMAN,T-B+ severe combined immunodeficiency due to JAK3 deficiency,MONDO:0010938,SCID-CID,Immunology
HGNC:6193,JAKL,T-B+ severe combined immunodeficiency due to JAK3 deficiency,MONDO:0010938,SCID-CID,Immunology
HGNC:6193,L-JAK,T-B+ severe combined immunodeficiency due to JAK3 deficiency,MONDO:0010938,SCID-CID,Immunology
HGNC:6193,LJAK,T-B+ severe combined immunodeficiency due to JAK3 deficiency,MONDO:0010938,SCID-CID,Immunology
HGNC:6196,JARID2,developmental delay with variable intellectual disability and dysmorphic facies,MONDO:0859306,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:6196,JMJ,developmental delay with variable intellectual disability and dysmorphic facies,MONDO:0859306,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:14202,JPH2,hypertrophic cardiomyopathy,MONDO:0005045,Hereditary Cardiovascular Disease,Cardiovascular
HGNC:14202,JP-2,hypertrophic cardiomyopathy,MONDO:0005045,Hereditary Cardiovascular Disease,Cardiovascular
HGNC:14202,JP2,hypertrophic cardiomyopathy,MONDO:0005045,Hereditary Cardiovascular Disease,Cardiovascular
HGNC:14202,JPH2,dilated cardiomyopathy,MONDO:0005021,Dilated Cardiomyopathy,Cardiovascular
HGNC:14202,JP-2,dilated cardiomyopathy,MONDO:0005021,Dilated Cardiomyopathy,Cardiovascular
HGNC:14202,JP2,dilated cardiomyopathy,MONDO:0005021,Dilated Cardiomyopathy,Cardiovascular
HGNC:14202,JPH2,dilated cardiomyopathy,MONDO:0005021,Dilated Cardiomyopathy,Cardiovascular
HGNC:14202,JP-2,dilated cardiomyopathy,MONDO:0005021,Dilated Cardiomyopathy,Cardiovascular
HGNC:14202,JP2,dilated cardiomyopathy,MONDO:0005021,Dilated Cardiomyopathy,Cardiovascular
HGNC:24565,KANSL1,Koolen-de Vries syndrome,MONDO:0012496,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:24565,CENP-36,Koolen-de Vries syndrome,MONDO:0012496,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:24565,DKFZP727C091,Koolen-de Vries syndrome,MONDO:0012496,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:24565,KIAA1267,Koolen-de Vries syndrome,MONDO:0012496,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:24565,MSL1V1,Koolen-de Vries syndrome,MONDO:0012496,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:24565,NSL1,Koolen-de Vries syndrome,MONDO:0012496,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:6215,KARS1,nonsyndromic genetic hearing loss,MONDO:0019497,Hearing Loss,Hearing Loss
HGNC:6215,DFNB89,nonsyndromic genetic hearing loss,MONDO:0019497,Hearing Loss,Hearing Loss
HGNC:6215,KARS,nonsyndromic genetic hearing loss,MONDO:0019497,Hearing Loss,Hearing Loss
HGNC:6215,KARS2,nonsyndromic genetic hearing loss,MONDO:0019497,Hearing Loss,Hearing Loss
HGNC:13013,KAT6A,syndromic intellectual disability,MONDO:0000508,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:13013,MOZ,syndromic intellectual disability,MONDO:0000508,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:13013,MYST3,syndromic intellectual disability,MONDO:0000508,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:13013,RUNXBP2,syndromic intellectual disability,MONDO:0000508,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:13013,ZC2HC6A,syndromic intellectual disability,MONDO:0000508,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:13013,ZNF220,syndromic intellectual disability,MONDO:0000508,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:17582,KAT6B,KAT6B-related multiple congenital anomalies syndrome,MONDO:0036042,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:17582,MORF,KAT6B-related multiple congenital anomalies syndrome,MONDO:0036042,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:17582,MOZ2,KAT6B-related multiple congenital anomalies syndrome,MONDO:0036042,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:17582,MYST4,KAT6B-related multiple congenital anomalies syndrome,MONDO:0036042,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:17582,QKF,KAT6B-related multiple congenital anomalies syndrome,MONDO:0036042,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:17582,QUERKOPF,KAT6B-related multiple congenital anomalies syndrome,MONDO:0036042,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:17582,ZC2HC6B,KAT6B-related multiple congenital anomalies syndrome,MONDO:0036042,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:17582,KAT6B,RASopathy,MONDO:0021060,RASopathy,RASopathy
HGNC:17582,MORF,RASopathy,MONDO:0021060,RASopathy,RASopathy
HGNC:17582,MOZ2,RASopathy,MONDO:0021060,RASopathy,RASopathy
HGNC:17582,MYST4,RASopathy,MONDO:0021060,RASopathy,RASopathy
HGNC:17582,QKF,RASopathy,MONDO:0021060,RASopathy,RASopathy
HGNC:17582,QUERKOPF,RASopathy,MONDO:0021060,RASopathy,RASopathy
HGNC:17582,ZC2HC6B,RASopathy,MONDO:0021060,RASopathy,RASopathy
HGNC:25387,KATNAL2,complex neurodevelopmental disorder,MONDO:0100038,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:25387,DKFZP667C165,complex neurodevelopmental disorder,MONDO:0100038,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:25387,MGC33211,complex neurodevelopmental disorder,MONDO:0100038,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:29068,KATNIP,ciliopathy,MONDO:0005308,Kidney Cystic and Ciliopathy Disorders,Kidney Disease
HGNC:29068,JBTS26,ciliopathy,MONDO:0005308,Kidney Cystic and Ciliopathy Disorders,Kidney Disease
HGNC:29068,KIAA0556,ciliopathy,MONDO:0005308,Kidney Cystic and Ciliopathy Disorders,Kidney Disease
HGNC:37227,KBTBD13,nemaline myopathy 6,MONDO:0012237,Congenital Myopathies,Neurological Disorders
HGNC:37227,HCG_1645727,nemaline myopathy 6,MONDO:0012237,Congenital Myopathies,Neurological Disorders
HGNC:37227,NEM6,nemaline myopathy 6,MONDO:0012237,Congenital Myopathies,Neurological Disorders
HGNC:6218,KCNA1,episodic ataxia type 1,MONDO:0008047,Epilepsy,Neurodevelopmental Disorders
HGNC:6218,AEMK,episodic ataxia type 1,MONDO:0008047,Epilepsy,Neurodevelopmental Disorders
HGNC:6218,HUK1,episodic ataxia type 1,MONDO:0008047,Epilepsy,Neurodevelopmental Disorders
HGNC:6218,KV1.1,episodic ataxia type 1,MONDO:0008047,Epilepsy,Neurodevelopmental Disorders
HGNC:6218,MBK1,episodic ataxia type 1,MONDO:0008047,Epilepsy,Neurodevelopmental Disorders
HGNC:6218,RBK1,episodic ataxia type 1,MONDO:0008047,Epilepsy,Neurodevelopmental Disorders
HGNC:6220,KCNA2,developmental and epileptic encephalopathy,MONDO:0100062,Epilepsy,Neurodevelopmental Disorders
HGNC:6220,HK4,developmental and epileptic encephalopathy,MONDO:0100062,Epilepsy,Neurodevelopmental Disorders
HGNC:6220,KV1.2,developmental and epileptic encephalopathy,MONDO:0100062,Epilepsy,Neurodevelopmental Disorders
HGNC:6231,KCNB1,complex neurodevelopmental disorder,MONDO:0100038,Epilepsy,Neurodevelopmental Disorders
HGNC:6231,KV2.1,complex neurodevelopmental disorder,MONDO:0100038,Epilepsy,Neurodevelopmental Disorders
HGNC:6233,KCNC1,progressive myoclonus epilepsy,MONDO:0020074,Epilepsy,Neurodevelopmental Disorders
HGNC:6233,KV3.1,progressive myoclonus epilepsy,MONDO:0020074,Epilepsy,Neurodevelopmental Disorders
HGNC:6233,KCNC1,complex neurodevelopmental disorder,MONDO:0100038,Epilepsy,Neurodevelopmental Disorders
HGNC:6233,KV3.1,complex neurodevelopmental disorder,MONDO:0100038,Epilepsy,Neurodevelopmental Disorders
HGNC:6234,KCNC2,developmental and epileptic encephalopathy,MONDO:0100062,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:6234,KV3.2,developmental and epileptic encephalopathy,MONDO:0100062,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:6235,KCNC3,spinocerebellar ataxia type 13,MONDO:0011529,Cerebral Palsy,Neurodevelopmental Disorders
HGNC:6235,KV3.3,spinocerebellar ataxia type 13,MONDO:0011529,Cerebral Palsy,Neurodevelopmental Disorders
HGNC:6235,SCA13,spinocerebellar ataxia type 13,MONDO:0011529,Cerebral Palsy,Neurodevelopmental Disorders
HGNC:6239,KCND3,Brugada syndrome 1,MONDO:0011001,Brugada Syndrome,Cardiovascular
